Temp,Humidity,Cloud Cover,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,avgjune,sub,flood
,79.1,4.1,1358.3,35.3,38.9,1218.0,66.1,276.7,East Rajasthan,0
25.5,68.9,2.0,642.6,14.3,52.9,541.7,33.7,117.8,East Rajasthan,0
26.6,75.0,4.6,852.6,51.2,74.0,596.2,131.2,145.6,Gangetic West Bengal,0
26.7,59.6,7.4,550.2,26.5,75.6,319.4,128.7,81.9,Madhya Maharashtra,0
25.7,,1.9,850.0,0.9,27.6,735.3,86.2,178.4,Bihar,0
26.1,82.5,2.9,1436.6,18.1,89.9,1299.1,29.5,277.7,East Rajasthan,1
32.6,77.0,5.3,998.6,10.2,93.8,863.8,30.8,247.4,Coastal Andhra Pradesh,0
29.0,68.4,3.0,608.4,0.0,26.1,498.0,84.3,146.2,Coastal Karnataka,0
26.0,77.0,3.4,893.6,44.0,35.3,754.3,60.0,197.5,Vidarbha,0
29.4,61.5,4.2,646.2,30.5,95.7,453.6,66.4,151.5,Gangetic West Bengal,0
25.8,80.3,2.3,766.9,28.0,55.6,562.4,120.9,121.1,Konkan & Goa,0
31.1,89.8,3.1,1148.4,22.5,0.0,1016.6,109.3,291.9,Assam & Meghalaya,1
28.3,82.8,6.4,700.9,0.0,18.0,547.8,135.1,117.6,Vidarbha,0
26.6,61.2,2.4,1339.4,12.7,52.5,1233.8,40.4,313.2,Konkan & Goa,1
28.6,74.3,1.8,1002.7,32.6,25.1,878.7,66.3,194.2,Kerala,0
21.5,54.5,3.7,1087.9,4.2,47.6,925.7,110.4,231.7,Assam & Meghalaya,0
,76.9,6.5,975.4,0.0,61.0,816.5,97.9,211.8,Bihar,0
22.8,75.4,4.6,1393.7,16.6,103.9,1131.9,141.3,279.9,Coastal Andhra Pradesh,1
27.5,47.6,4.1,1300.9,17.9,51.3,1134.9,96.8,298.0,Assam & Meghalaya,1
33.1,56.1,5.1,1268.6,22.0,92.2,1000.5,153.9,252.1,Madhya Maharashtra,0
34.8,66.6,1.5,1304.8,30.9,102.9,1069.4,101.6,256.9,Konkan & Goa,0
29.2,66.4,6.0,1091.5,29.6,103.0,836.4,122.5,197.8,Bihar,0
28.8,55.5,5.8,1222.2,23.9,68.5,1062.7,67.1,281.9,Madhya Maharashtra,1
20.7,74.7,4.2,918.2,37.9,1.1,798.6,80.6,186.6,Kerala,0
25.1,73.0,7.0,1090.9,0.0,73.8,900.7,116.4,243.5,Madhya Maharashtra,0
24.2,67.7,2.7,1081.2,27.6,91.5,817.6,144.5,228.9,Gangetic West Bengal,0
24.8,60.9,7.3,959.0,29.4,57.6,762.8,109.2,157.3,Gangetic West Bengal,0
26.4,,5.3,883.7,1.4,112.3,693.3,76.7,196.0,Coastal Karnataka,0
25.3,89.9,4.3,1261.2,0.0,85.8,1040.3,135.1,301.3,Vidarbha,0
20.1,64.2,5.0,1379.0,8.8,77.0,1293.2,0.0,328.3,Vidarbha,1
29.6,62.7,4.8,1377.1,10.1,92.6,1251.3,23.1,324.8,Bihar,1
23.2,75.9,7.4,731.6,31.3,70.0,523.0,107.3,151.5,Kerala,0
27.8,65.7,2.8,1378.2,10.8,0.0,1286.8,80.6,316.2,East Rajasthan,0
34.3,68.3,3.5,961.0,7.2,45.0,804.6,104.2,204.8,Gangetic West Bengal,0
23.8,78.9,7.1,1269.5,10.8,95.9,1080.2,82.6,243.8,Bihar,1
18.1,47.1,3.8,803.5,36.8,35.8,628.1,102.8,159.8,East Rajasthan,0
26.0,85.8,6.8,1063.5,20.2,53.3,942.6,47.4,245.6,Vidarbha,1
30.9,,8.0,1142.9,17.3,28.7,994.1,102.8,258.8,Coastal Karnataka,0
33.9,65.1,4.2,706.2,18.3,113.5,454.6,119.8,135.0,Madhya Maharashtra,0
22.7,68.9,6.4,1361.1,39.4,110.4,1082.5,128.8,255.1,Gangetic West Bengal,0
28.7,69.5,2.7,1506.6,8.8,33.5,1303.8,160.5,315.3,Bihar,0
25.4,49.2,6.5,1041.5,39.7,64.4,847.6,89.8,249.8,Assam & Meghalaya,0
26.6,87.9,5.4,1461.9,23.2,39.6,1308.1,91.0,324.0,East Rajasthan,1
